Mod:Item:MetaData, Localized Name
chisel:lavastone:13, Lavastone
chisel:lavastone:14, Lavastone
chisel:lavastone:15, Lavastone
chisel:lavastone1:0, Lavastone
chisel:lavastone1:1, Lavastone
chisel:lavastone1:2, Lavastone
chisel:lavastone1:3, Lavastone
chisel:lavastone1:4, Lavastone
chisel:lavastone1:5, Lavastone
chisel:lavastone1:6, Lavastone
chisel:lavastone1:7, Lavastone
chisel:lavastone1:8, Lavastone
chisel:lavastone1:9, Lavastone
chisel:lavastone1:10, Lavastone
chisel:lavastone1:11, Lavastone
chisel:lavastone1:12, Lavastone
chisel:lavastone1:13, Lavastone
chisel:lavastone1:14, Lavastone
chisel:lavastone1:15, Lavastone
chisel:blockLead:0, Block of Lead
chisel:blockLead:1, Block of Lead
chisel:blockLead:2, Block of Lead
chisel:blockLead:3, Block of Lead
chisel:blockLead:4, Block of Lead
chisel:blockLead:5, Block of Lead
chisel:blockLead:6, Block of Lead
chisel:limestone:0, Limestone
chisel:limestone:1, Limestone
chisel:limestone:2, Limestone
chisel:limestone:3, Limestone
chisel:limestone:4, Limestone
chisel:limestone:5, Limestone
chisel:limestone:6, Limestone
chisel:limestone:7, Limestone
chisel:limestone:8, Limestone
chisel:limestone:9, Limestone
chisel:limestone:10, Limestone
chisel:limestone:11, Limestone
chisel:limestone:12, Limestone
chisel:limestone:13, Limestone
chisel:limestone:14, Limestone
chisel:limestone:15, Limestone
chisel:limestone1:0, Limestone
chisel:limestone1:1, Limestone
chisel:limestone1:2, Limestone
chisel:limestone1:3, Limestone
chisel:limestone1:4, Limestone
chisel:limestone1:5, Limestone
chisel:limestone1:6, Limestone
chisel:limestone1:7, Limestone
chisel:limestone1:8, Limestone
chisel:limestoneextra:0, Limestone
chisel:limestoneextra:1, Limestone
chisel:limestoneextra:2, Limestone
chisel:limestoneextra:3, Limestone
chisel:limestoneextra:4, Limestone
chisel:limestoneextra:5, Limestone
chisel:limestoneextra:6, Limestone
chisel:limestoneextra:7, Limestone
chisel:marble:0, Marble
chisel:marble:1, Marble
chisel:marble:2, Marble
chisel:marble:3, Marble
chisel:marble:4, Marble
chisel:marble:5, Marble
chisel:marble:6, Marble
chisel:marble:7, Marble
chisel:marble:8, Marble
chisel:marble:9, Marble
chisel:marble:10, Marble
chisel:marble:11, Marble
chisel:marble:12, Marble
chisel:marble:13, Marble
chisel:marble:14, Marble
chisel:marble:15, Marble
chisel:marble1:0, Marble
chisel:marble1:1, Marble
chisel:marble1:2, Marble
chisel:marble1:3, Marble
chisel:marble1:4, Marble
chisel:marble1:5, Marble
chisel:marble1:6, Marble
chisel:marble1:7, Marble
chisel:marble1:8, Marble
chisel:marbleextra:0, Marble
chisel:marbleextra:1, Marble
chisel:marbleextra:2, Marble
chisel:marbleextra:3, Marble
chisel:marbleextra:4, Marble
chisel:marbleextra:5, Marble
chisel:marbleextra:6, Marble
chisel:marbleextra:7, Marble
chisel:marblepillar:0, Marble Pillar
chisel:marblepillar:1, Marble Pillar
chisel:marblepillar:2, Marble Pillar
chisel:marblepillar:3, Marble Pillar
chisel:marblepillar:4, Marble Pillar
chisel:marblepillar:5, Marble Pillar
chisel:marblepillar:6, Marble Pillar
chisel:marblepillar:7, Marble Pillar
chisel:marblepillar:8, Marble Pillar
chisel:marblepillar:9, Marble Pillar
chisel:marblepillar:10, Marble Pillar
chisel:marblepillar:11, Marble Pillar
chisel:marblepillar:12, Marble Pillar
chisel:marblepillar:13, Marble Pillar
chisel:marblepillar:14, Marble Pillar
chisel:marblepillar:15, Marble Pillar
chisel:netherbrick:0, Nether Bricks
chisel:netherbrick:1, Nether Bricks
chisel:netherbrick:2, Nether Bricks
chisel:netherbrick:3, Nether Bricks
chisel:netherbrick:4, Nether Bricks
chisel:netherbrick:5, Nether Bricks
chisel:netherbrick:6, Nether Bricks
chisel:netherbrick:7, Nether Bricks
chisel:netherbrick:8, Nether Bricks
chisel:netherbrick:9, Nether Bricks
chisel:netherbrick:10, Nether Bricks
chisel:netherbrick:11, Nether Bricks
chisel:netherbrick:12, Nether Bricks
chisel:netherbrick:13, Nether Bricks
chisel:netherbrick:14, Nether Bricks
chisel:netherbrick:15, Nether Bricks
chisel:netherrack:0, Netherrack
chisel:netherrack:1, Netherrack
chisel:netherrack:2, Netherrack
chisel:netherrack:3, Netherrack
chisel:netherrack:4, Netherrack
chisel:netherrack:5, Netherrack
chisel:netherrack:6, Netherrack
chisel:netherrack:7, Netherrack
chisel:netherrack:8, Netherrack
chisel:netherrack:9, Netherrack
chisel:netherrack:10, Netherrack
chisel:netherrack:11, Netherrack
chisel:netherrack:12, Netherrack
chisel:netherrack:13, Netherrack
chisel:blockNickel:0, Block of Nickel
chisel:blockNickel:1, Block of Nickel
chisel:blockNickel:2, Block of Nickel
chisel:blockNickel:3, Block of Nickel
chisel:blockNickel:4, Block of Nickel
chisel:blockNickel:5, Block of Nickel
chisel:blockNickel:6, Block of Nickel
chisel:obsidian:0, Obsidian
chisel:obsidian:1, Obsidian
chisel:obsidian:2, Obsidian
chisel:obsidian:3, Obsidian
chisel:obsidian:4, Obsidian
chisel:obsidian:5, Obsidian
chisel:obsidian:6, Obsidian
chisel:obsidian:7, Obsidian
chisel:obsidian:8, Obsidian
chisel:obsidian:9, Obsidian
chisel:obsidian:10, Obsidian
chisel:obsidian:11, Obsidian
chisel:obsidian:12, Obsidian
chisel:obsidian:13, Obsidian
chisel:obsidian:14, Obsidian
chisel:paper:0, Paper Wall
chisel:paper:1, Paper Wall
chisel:paper:2, Paper Wall
chisel:paper:3, Paper Wall
chisel:paper:4, Paper Wall
chisel:paper:5, Paper Wall
chisel:paper:6, Paper Wall
chisel:paper:7, Paper Wall
chisel:paper:8, Paper Wall
chisel:planks-oak:0, Oak Planks
chisel:planks-oak:1, Oak Planks
chisel:planks-oak:2, Oak Planks
chisel:planks-oak:3, Oak Planks
chisel:planks-oak:4, Oak Planks
chisel:planks-oak:5, Oak Planks
chisel:planks-oak:6, Oak Planks
chisel:planks-oak:7, Oak Planks
chisel:planks-oak:8, Oak Planks
chisel:planks-oak:9, Oak Planks
chisel:planks-oak:10, Oak Planks
chisel:planks-oak:11, Oak Planks
chisel:planks-oak:12, Oak Planks
chisel:planks-oak:13, Oak Planks
chisel:planks-oak:14, Oak Planks
chisel:planks-spruce:0, Spruce Planks
chisel:planks-spruce:1, Spruce Planks
chisel:planks-spruce:2, Spruce Planks
chisel:planks-spruce:3, Spruce Planks
chisel:planks-spruce:4, Spruce Planks
chisel:planks-spruce:5, Spruce Planks
chisel:planks-spruce:6, Spruce Planks
chisel:planks-spruce:7, Spruce Planks
chisel:planks-spruce:8, Spruce Planks
chisel:planks-spruce:9, Spruce Planks
chisel:planks-spruce:10, Spruce Planks
chisel:planks-spruce:11, Spruce Planks
chisel:planks-spruce:12, Spruce Planks
chisel:planks-spruce:13, Spruce Planks
chisel:planks-spruce:14, Spruce Planks
chisel:planks-birch:0, Birch Planks
chisel:planks-birch:1, Birch Planks
chisel:planks-birch:2, Birch Planks
chisel:planks-birch:3, Birch Planks
chisel:planks-birch:4, Birch Planks
chisel:planks-birch:5, Birch Planks
chisel:planks-birch:6, Birch Planks
chisel:planks-birch:7, Birch Planks
chisel:planks-birch:8, Birch Planks
chisel:planks-birch:9, Birch Planks
chisel:planks-birch:10, Birch Planks
chisel:planks-birch:11, Birch Planks
chisel:planks-birch:12, Birch Planks
chisel:planks-birch:13, Birch Planks
chisel:planks-birch:14, Birch Planks
chisel:planks-jungle:0, Jungle Planks
chisel:planks-jungle:1, Jungle Planks
chisel:planks-jungle:2, Jungle Planks
chisel:planks-jungle:3, Jungle Planks
chisel:planks-jungle:4, Jungle Planks
chisel:planks-jungle:5, Jungle Planks
chisel:planks-jungle:6, Jungle Planks
chisel:planks-jungle:7, Jungle Planks
chisel:planks-jungle:8, Jungle Planks
chisel:planks-jungle:9, Jungle Planks
chisel:planks-jungle:10, Jungle Planks
chisel:planks-jungle:11, Jungle Planks
chisel:planks-jungle:12, Jungle Planks
chisel:planks-jungle:13, Jungle Planks
chisel:planks-jungle:14, Jungle Planks
chisel:planks-acacia:0, Acacia Planks
chisel:planks-acacia:1, Acacia Planks
chisel:planks-acacia:2, Acacia Planks
chisel:planks-acacia:3, Acacia Planks
chisel:planks-acacia:4, Acacia Planks
chisel:planks-acacia:5, Acacia Planks
chisel:planks-acacia:6, Acacia Planks
chisel:planks-acacia:7, Acacia Planks
chisel:planks-acacia:8, Acacia Planks
chisel:planks-acacia:9, Acacia Planks
chisel:planks-acacia:10, Acacia Planks
chisel:planks-acacia:11, Acacia Planks
chisel:planks-acacia:12, Acacia Planks
chisel:planks-acacia:13, Acacia Planks
chisel:planks-acacia:14, Acacia Planks
chisel:planks-dark-oak:0, Dark Oak Planks
chisel:planks-dark-oak:1, Dark Oak Planks
chisel:planks-dark-oak:2, Dark Oak Planks
chisel:planks-dark-oak:3, Dark Oak Planks
chisel:planks-dark-oak:4, Dark Oak Planks
chisel:planks-dark-oak:5, Dark Oak Planks
chisel:planks-dark-oak:6, Dark Oak Planks
chisel:planks-dark-oak:7, Dark Oak Planks
chisel:planks-dark-oak:8, Dark Oak Planks
chisel:planks-dark-oak:9, Dark Oak Planks
chisel:planks-dark-oak:10, Dark Oak Planks
chisel:planks-dark-oak:11, Dark Oak Planks
chisel:planks-dark-oak:12, Dark Oak Planks
chisel:planks-dark-oak:13, Dark Oak Planks
chisel:planks-dark-oak:14, Dark Oak Planks
chisel:blockPlatinum:0, Block of Platinum
chisel:blockPlatinum:1, Block of Platinum
chisel:blockPlatinum:2, Block of Platinum
chisel:blockPlatinum:3, Block of Platinum
chisel:blockPlatinum:4, Block of Platinum
chisel:blockPlatinum:5, Block of Platinum
chisel:blockPlatinum:6, Block of Platinum
chisel:prismarine:0, Prismarine
chisel:prismarine:1, Prismarine
chisel:prismarine:2, Prismarine
chisel:prismarine:3, Prismarine
chisel:prismarine:4, Prismarine
chisel:prismarine:5, Prismarine
chisel:prismarine:6, Prismarine
chisel:prismarine:7, Prismarine
chisel:prismarine:8, Prismarine
chisel:prismarine:9, Prismarine
chisel:prismarine:10, Prismarine
chisel:prismarine:11, Prismarine
chisel:prismarine:12, Prismarine
chisel:prismarine:13, Prismarine
chisel:prismarine:14, Prismarine
chisel:prismarine:15, Prismarine
chisel:prismarine1:0, Prismarine
chisel:prismarine1:1, Prismarine
chisel:prismarine1:2, Prismarine
chisel:prismarine1:3, Prismarine
chisel:prismarine1:4, Prismarine
chisel:prismarine1:5, Prismarine
chisel:prismarine1:6, Prismarine
chisel:prismarine1:7, Prismarine
chisel:prismarine1:8, Prismarine
chisel:prismarineextra:0, Prismarine
chisel:prismarineextra:1, Prismarine
chisel:prismarineextra:2, Prismarine
chisel:prismarineextra:3, Prismarine
chisel:prismarineextra:4, Prismarine
chisel:prismarineextra:5, Prismarine
chisel:quartz:0, Block of Quartz
chisel:quartz:1, Block of Quartz
chisel:quartz:2, Block of Quartz
chisel:quartz:3, Block of Quartz
chisel:quartz:4, Block of Quartz
chisel:quartz:5, Block of Quartz
chisel:quartz:6, Block of Quartz
chisel:quartz:7, Block of Quartz
chisel:quartz:8, Block of Quartz
chisel:quartz:9, Block of Quartz
chisel:quartz:10, Block of Quartz
chisel:quartz:11, Block of Quartz
chisel:quartz:12, Block of Quartz
chisel:quartz:13, Block of Quartz
chisel:quartz:14, Block of Quartz
chisel:quartz:15, Block of Quartz
chisel:quartz1:0, Block of Quartz
chisel:quartz1:1, Block of Quartz
chisel:quartz1:2, Block of Quartz
chisel:quartz1:3, Block of Quartz
chisel:quartz1:4, Block of Quartz
chisel:quartz1:5, Block of Quartz
chisel:quartz1:6, Block of Quartz
chisel:quartz1:7, Block of Quartz
chisel:quartz1:8, Block of Quartz
chisel:quartz1:9, Block of Quartz
chisel:quartz1:10, Block of Quartz
chisel:quartz1:11, Block of Quartz
chisel:quartz1:12, Block of Quartz
chisel:quartz1:13, Block of Quartz
chisel:quartz1:14, Block of Quartz
chisel:redstone:0, Block of Redstone
chisel:redstone:1, Block of Redstone
chisel:redstone:2, Block of Redstone
chisel:redstone:3, Block of Redstone
chisel:redstone:4, Block of Redstone
chisel:redstone:5, Block of Redstone
chisel:redstone:6, Block of Redstone
chisel:redstone:7, Block of Redstone
chisel:redstone:8, Block of Redstone
chisel:redstone:9, Block of Redstone
chisel:redstone:10, Block of Redstone
chisel:redstone:11, Block of Redstone
chisel:redstone:12, Block of Redstone
chisel:redstone:13, Block of Redstone
chisel:redstone:14, Block of Redstone
chisel:redstone:15, Block of Redstone
chisel:redstone1:0, Block of Redstone
chisel:redstone1:1, Block of Redstone
chisel:redstone1:2, Block of Redstone
chisel:redstone1:3, Block of Redstone
chisel:redstone1:4, Block of Redstone
chisel:redstone1:5, Block of Redstone
chisel:redstone1:6, Block of Redstone
chisel:redstone1:7, Block of Redstone
chisel:redstone1:8, Block of Redstone
chisel:redstone1:9, Block of Redstone
chisel:redstone1:10, Block of Redstone
chisel:redstone1:11, Block of Redstone
chisel:sandstoneyellow:0, Sandstone
chisel:sandstoneyellow:1, Sandstone
chisel:sandstoneyellow:2, Sandstone
chisel:sandstoneyellow:3, Sandstone
chisel:sandstoneyellow:4, Sandstone
chisel:sandstoneyellow:5, Sandstone
chisel:sandstoneyellow:6, Sandstone
chisel:sandstoneyellow:7, Sandstone
chisel:sandstoneyellow:8, Sandstone
chisel:sandstoneyellow:9, Sandstone
chisel:sandstoneyellow:10, Sandstone
chisel:sandstoneyellow:11, Sandstone
chisel:sandstoneyellow:12, Sandstone
chisel:sandstoneyellow:13, Sandstone
chisel:sandstoneyellow:14, Sandstone
chisel:sandstoneyellow:15, Sandstone
chisel:sandstoneyellow1:0, Sandstone
chisel:sandstoneyellow1:1, Sandstone
chisel:sandstoneyellow1:2, Sandstone
chisel:sandstoneyellow1:3, Sandstone
chisel:sandstoneyellow1:4, Sandstone
chisel:sandstoneyellow1:5, Sandstone
chisel:sandstoneyellow1:6, Sandstone
chisel:sandstoneyellow1:7, Sandstone
chisel:sandstoneyellow1:8, Sandstone
chisel:sandstoneyellowextra:0, Sandstone
chisel:sandstoneyellowextra:1, Sandstone
chisel:sandstoneyellowextra:2, Sandstone
chisel:sandstoneyellowextra:3, Sandstone
chisel:sandstoneyellowextra:4, Sandstone
chisel:sandstoneyellowextra:5, Sandstone
chisel:sandstoneyellowextra:6, Sandstone
chisel:sandstonered:0, Red Sandstone
chisel:sandstonered:1, Red Sandstone
chisel:sandstonered:2, Red Sandstone
chisel:sandstonered:3, Red Sandstone
chisel:sandstonered:4, Red Sandstone
chisel:sandstonered:5, Red Sandstone
chisel:sandstonered:6, Red Sandstone
chisel:sandstonered:7, Red Sandstone
chisel:sandstonered:8, Red Sandstone
chisel:sandstonered:9, Red Sandstone
chisel:sandstonered:10, Red Sandstone
chisel:sandstonered:11, Red Sandstone
chisel:sandstonered:12, Red Sandstone
chisel:sandstonered:13, Red Sandstone
chisel:sandstonered:14, Red Sandstone
chisel:sandstonered:15, Red Sandstone
chisel:sandstonered1:0, Red Sandstone
chisel:sandstonered1:1, Red Sandstone
chisel:sandstonered1:2, Red Sandstone
chisel:sandstonered1:3, Red Sandstone
chisel:sandstonered1:4, Red Sandstone
chisel:sandstonered1:5, Red Sandstone
chisel:sandstonered1:6, Red Sandstone
chisel:sandstonered1:7, Red Sandstone
chisel:sandstonered1:8, Red Sandstone
chisel:sandstoneredextra:0, Red Sandstone
chisel:sandstoneredextra:1, Red Sandstone
chisel:sandstoneredextra:2, Red Sandstone
chisel:sandstoneredextra:3, Red Sandstone
chisel:sandstoneredextra:4, Red Sandstone
chisel:sandstoneredextra:5, Red Sandstone
chisel:sandstoneredextra:6, Red Sandstone
chisel:sandstone-scribbles:0, Sandstone Scribbles
chisel:sandstone-scribbles:1, Sandstone Scribbles
chisel:sandstone-scribbles:2, Sandstone Scribbles
chisel:sandstone-scribbles:3, Sandstone Scribbles
chisel:sandstone-scribbles:4, Sandstone Scribbles
chisel:sandstone-scribbles:5, Sandstone Scribbles
chisel:sandstone-scribbles:6, Sandstone Scribbles
chisel:sandstone-scribbles:7, Sandstone Scribbles
chisel:sandstone-scribbles:8, Sandstone Scribbles
chisel:sandstone-scribbles:9, Sandstone Scribbles
chisel:sandstone-scribbles:10, Sandstone Scribbles
chisel:sandstone-scribbles:11, Sandstone Scribbles
chisel:sandstone-scribbles:12, Sandstone Scribbles
chisel:sandstone-scribbles:13, Sandstone Scribbles
chisel:sandstone-scribbles:14, Sandstone Scribbles
chisel:sandstone-scribbles:15, Sandstone Scribbles
chisel:blockSilver:0, Block of Silver
chisel:blockSilver:1, Block of Silver
chisel:blockSilver:2, Block of Silver
chisel:blockSilver:3, Block of Silver
chisel:blockSilver:4, Block of Silver
chisel:blockSilver:5, Block of Silver
chisel:blockSilver:6, Block of Silver
chisel:blockSteel:0, Block of Steel
chisel:blockSteel:1, Block of Steel
chisel:blockSteel:2, Block of Steel
chisel:blockSteel:3, Block of Steel
chisel:blockSteel:4, Block of Steel
chisel:blockSteel:5, Block of Steel
chisel:blockSteel:6, Block of Steel
chisel:stonebrick:0, Chiseled Stone
chisel:stonebrick:1, Chiseled Stone
chisel:stonebrick:2, Chiseled Stone
chisel:stonebrick:3, Chiseled Stone
chisel:stonebrick:4, Chiseled Stone
chisel:stonebrick:5, Chiseled Stone
chisel:stonebrick:6, Chiseled Stone
chisel:stonebrick:7, Chiseled Stone
chisel:stonebrick:8, Chiseled Stone
chisel:stonebrick:9, Chiseled Stone
chisel:stonebrick:10, Chiseled Stone
chisel:stonebrick:11, Chiseled Stone
chisel:stonebrick:12, Chiseled Stone
chisel:stonebrick:13, Chiseled Stone
chisel:stonebrick:14, Chiseled Stone
chisel:stonebrick:15, Chiseled Stone
chisel:stonebrick1:0, Chiseled Stone
chisel:stonebrick1:1, Chiseled Stone
chisel:stonebrick1:2, Chiseled Stone
chisel:stonebrick1:3, Chiseled Stone
chisel:stonebrick1:4, Chiseled Stone
chisel:stonebrick1:5, Chiseled Stone
chisel:stonebrick1:6, Chiseled Stone
chisel:stonebrick1:7, Chiseled Stone
chisel:stonebrick1:8, Chiseled Stone
chisel:stonebrickextra:0, Chiseled Stone
chisel:stonebrickextra:1, Chiseled Stone
chisel:stonebrickextra:2, Chiseled Stone
chisel:stonebrickextra:3, Chiseled Stone
chisel:stonebrickextra:4, Chiseled Stone
chisel:stonebrickextra:5, Chiseled Stone
chisel:stonebrickextra:6, Chiseled Stone
chisel:stonebrickextra:7, Chiseled Stone
chisel:technical:0, Factory Block
chisel:technical:1, Factory Block
chisel:technical:2, Factory Block
chisel:technical:3, Factory Block
chisel:technical:4, Factory Block
chisel:technical:5, Factory Block
chisel:technical:6, Factory Block
chisel:technical:7, Factory Block
chisel:technical:8, Factory Block
chisel:technical:9, Factory Block
chisel:technical:10, Factory Block
chisel:technical:11, Factory Block
chisel:technical:12, Factory Block
chisel:technical:13, Factory Block
chisel:technical:14, Factory Block
chisel:technical:15, Factory Block
chisel:technical1:0, Factory Block
chisel:technical1:1, Factory Block
chisel:technical1:2, Factory Block
chisel:technical1:3, Factory Block
chisel:technical1:4, Factory Block
chisel:technicalNew:0, Factory Block
chisel:technicalNew:1, Factory Block
chisel:technicalNew:2, Factory Block
chisel:technicalNew:3, Factory Block
chisel:technicalNew:4, Factory Block
chisel:technicalNew:5, Factory Block
chisel:technicalNew:6, Factory Block
chisel:technicalNew:7, Factory Block
chisel:technicalNew:8, Factory Block
chisel:temple:0, Temple Block
chisel:temple:1, Temple Block
chisel:temple:2, Temple Block
chisel:temple:3, Temple Block
chisel:temple:4, Temple Block
chisel:temple:5, Temple Block
chisel:temple:6, Temple Block
chisel:temple:7, Temple Block
chisel:temple:8, Temple Block
chisel:temple:9, Temple Block
chisel:temple:10, Temple Block
chisel:temple:11, Temple Block
chisel:temple:12, Temple Block
chisel:temple:13, Temple Block
chisel:temple:14, Temple Block
chisel:temple:15, Temple Block
chisel:templemossy:0, Mossy Temple Block
chisel:templemossy:1, Mossy Temple Block
chisel:templemossy:2, Mossy Temple Block
chisel:templemossy:3, Mossy Temple Block
chisel:templemossy:4, Mossy Temple Block
chisel:templemossy:5, Mossy Temple Block
chisel:templemossy:6, Mossy Temple Block
chisel:templemossy:7, Mossy Temple Block
chisel:templemossy:8, Mossy Temple Block
chisel:templemossy:9, Mossy Temple Block
chisel:templemossy:10, Mossy Temple Block
chisel:templemossy:11, Mossy Temple Block
chisel:templemossy:12, Mossy Temple Block
chisel:templemossy:13, Mossy Temple Block
chisel:templemossy:14, Mossy Temple Block
chisel:templemossy:15, Mossy Temple Block
chisel:blockTin:0, Block of Tin
chisel:blockTin:1, Block of Tin
chisel:blockTin:2, Block of Tin
chisel:blockTin:3, Block of Tin
chisel:blockTin:4, Block of Tin
chisel:blockTin:5, Block of Tin
chisel:blockTin:6, Block of Tin
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockUranium:0, Block of Uranium
chisel:blockUranium:1, Block of Uranium
chisel:blockUranium:2, Block of Uranium
chisel:blockUranium:3, Block of Uranium
chisel:blockUranium:4, Block of Uranium
